file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
"2011_002751_CW_(30, 0.3, 50).png",0.91738015,0.9577403,32.57301,0.53405386,0.99350315,0.9753791,0.041382775,0.0442059,0.89333975,0.2705023
"2011_002751_CW_(30, 0.4, 50).png",0.8713147,0.93311244,30.152227,0.44607142,0.9888568,0.95973194,0.06371529,0.066368856,0.8383915,0.30807087
"2011_002751_CW_(30, 0.5, 50).png",0.82441837,0.9070465,28.255413,0.3804211,0.9832117,0.9422118,0.086484,0.08824983,0.78413814,0.339828
"2011_002751_CW_(30, 0.6, 50).png",0.77915674,0.8808176,26.7008,0.32971346,0.97672606,0.923682,0.10823734,0.10879156,0.7333094,0.36729413
"2011_002751_CW_(30, 0.7, 50).png",0.7366338,0.85514575,25.385567,0.28953913,0.9696387,0.9046888,0.12839279,0.127617,0.68679297,0.3913767
"2011_002752_CW_(30, 0.01, 100).png",0.9991539,0.9995494,50.14713,0.9939985,0.9999131,0.9998964,0.00014712065,0.0002001678,0.9986728,0.07949126
"2011_002752_CW_(30, 0.01, 50).png",0.9991705,0.9995579,50.16411,0.9944881,0.99991363,0.9998994,0.00014749875,0.00020066365,0.9986728,0.0795614
"2011_002752_CW_(30, 0.03, 50).png",0.99430394,0.99694365,46.828445,0.9041665,0.99970376,0.9974288,0.0020782833,0.002103737,0.9949744,0.12890258
"2011_002752_CW_(30, 0.06, 50).png",0.9834226,0.9910318,43.46746,0.7902322,0.9991842,0.99140483,0.0068756756,0.0069605913,0.9872347,0.17230663
"2011_002752_CW_(30, 0.1, 50).png",0.96180964,0.97921276,40.026585,0.66010743,0.9980338,0.9799055,0.01607523,0.016170135,0.97085935,0.21500553
"2011_002752_CW_(30, 0.2, 50).png",0.87579006,0.9302736,34.49272,0.44981143,0.99203414,0.9386941,0.05501958,0.053818997,0.8972965,0.30572206
"2011_002752_CW_(30, 0.3, 50).png",0.77434206,0.8679333,31.073112,0.33890438,0.9822995,0.89205414,0.10183025,0.09765626,0.79846424,0.37286878
"2011_002752_CW_(30, 0.4, 50).png",0.6799941,0.8043313,28.615103,0.271366,0.96984166,0.844985,0.14617892,0.13864179,0.70125455,0.42429534
"2011_002752_CW_(30, 0.5, 50).png",0.600916,0.7458132,26.70551,0.22588843,0.9554913,0.8002647,0.18392044,0.17361507,0.6168226,0.46458432
"2011_002752_CW_(30, 0.6, 50).png",0.53692496,0.69424844,25.149935,0.19310972,0.9401545,0.7589733,0.214713,0.20248611,0.5467389,0.49724832
"2011_002752_CW_(30, 0.7, 50).png",0.4853827,0.64959073,23.839825,0.16828805,0.92432463,0.7214348,0.23941784,0.22603966,0.4892937,0.52476954
"2011_002756_CW_(30, 0.01, 100).png",0.9985738,0.99918824,50.744858,0.99556994,0.99996454,0.9999307,0.00010114722,0.0001155584,0.999375,0.07388123
"2011_002756_CW_(30, 0.01, 50).png",0.99857587,0.99918956,50.740833,0.99567014,0.9999645,0.99993104,0.00010112395,0.00011550614,0.999375,0.07391295
"2011_002756_CW_(30, 0.03, 50).png",0.99397534,0.9968605,46.799625,0.8994163,0.9997025,0.9984193,0.0019888561,0.0020747744,0.9941089,0.12603244
"2011_002756_CW_(30, 0.06, 50).png",0.98292595,0.99123925,43.02057,0.7597967,0.9990832,0.99471277,0.0067935875,0.0070252027,0.98264104,0.17147408
"2011_002756_CW_(30, 0.1, 50).png",0.96237874,0.98067886,39.61437,0.61435294,0.9978564,0.9877508,0.0150232855,0.015488235,0.9619391,0.21077822
"2011_002756_CW_(30, 0.2, 50).png",0.8763959,0.9348461,33.9928,0.3777051,0.99143046,0.95548415,0.050773393,0.05078719,0.8755219,0.29552338
"2011_002756_CW_(30, 0.3, 50).png",0.77086896,0.8742611,30.526882,0.2600558,0.98049635,0.91066194,0.095056035,0.09252152,0.77008116,0.36002198
"2011_002756_CW_(30, 0.4, 50).png",0.6696413,0.8104463,28.040457,0.19302887,0.96602094,0.8618594,0.13755175,0.13153642,0.6721435,0.41008818
"2011_002756_CW_(30, 0.5, 50).png",0.5826629,0.7500639,26.120808,0.1508328,0.949465,0.81461823,0.17345808,0.16426761,0.5899993,0.44913614
"2011_002756_CW_(30, 0.6, 50).png",0.5103572,0.6950806,24.558964,0.122106336,0.93143195,0.7705071,0.20267501,0.19101149,0.52281296,0.48073316
"2011_002756_CW_(30, 0.7, 50).png",0.45065483,0.64575654,23.244066,0.10146232,0.9129777,0.72999406,0.22598681,0.21261123,0.46783343,0.5071849
"2011_002808_CW_(30, 0.01, 100).png",0.99853665,0.9992125,47.941784,0.9962606,0.99994576,0.99989456,8.9277055e-05,0.00011105789,0.998735,0.08539906
